,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log_pvalue,log_padj
Ust,133.3207999927891,0.7466374853993903,0.23626471048019543,3.1601735353616265,0.0015767519607881616,0.036365199492337436,6.452388268858159,3.3141430195571195
Pde7b,21.645668729166275,1.4677186646996645,0.3469421698695817,4.230441820466481,2.3323276237095505e-05,0.0016137394103881287,10.666058715908353,6.429201177939203
P4ha1,21.615632815682126,0.9052470507041908,0.2905076032661945,3.1160872917832223,0.0018326801332767795,0.039956244989044785,6.301975829838457,3.219970298860294
Ddit4,17.966615031483236,2.3363208112725857,0.42529104621416564,5.493463434205654,3.9412674162233285e-08,6.733936899718716e-06,17.0491783931257,11.908350607670435
Srgn,598.4052833190428,-0.586192050601455,0.10086955120704923,-5.811387515725252,6.195715746940676e-09,1.4820152066682095e-06,18.899407792309777,13.422107770233298
Upb1,42.337386415081696,-1.635355088168048,0.3724477094289256,-4.3908313751628105,1.129180858272445e-05,0.000883504873407188,11.391432999299738,7.0316137501957545
Ggt5,21.412390857576295,0.8542763209631133,0.2704139778938164,3.1591426139168095,0.001582340387265959,0.03639382890711706,6.448850270160125,3.3133560542309746
Chchd10,9.871527223346725,-1.7143135671187468,0.4788030271873724,-3.580415055412496,0.0003430488546094212,0.012995497786380426,7.97763768767737,4.343152305629232
Med16,14.877182300814217,-1.0037474156538033,0.30589672631797715,-3.281327746575543,0.0010331961100826174,0.02775524332975161,6.875098261671649,3.584330507818396
Cirbp,57.689696506582216,-1.3863041297778391,0.16057520744550424,-8.633363467696723,5.957375422671474e-18,8.312524506434263e-15,39.661901655128425,32.42101304079059
Gadd45b,62.7388045663584,-1.0184487141321517,0.2517000745918122,-4.046278952375335,5.2038217308841724e-05,0.0030898152858838505,9.8635321610781,5.779643967890377
D10Wsu102e,17.885781176538526,-1.1140565033393004,0.2659032869854169,-4.189705648130628,2.793165441110916e-05,0.001870750485838447,10.485749945564931,6.281415599301343
Tmpo,116.37086949830305,0.5655080340298957,0.1271363734970015,4.448042825786857,8.665625516536035e-06,0.0007112609492592126,11.656146448534795,7.248471178253174
Btg1,429.764730185336,-0.9385073166973904,0.09118297026237723,-10.292572330083718,7.6115311327028425e-25,1.274474772859764e-21,55.534962973123214,48.11175280199142
Cd63,39.72756928935023,-1.27936447576652,0.3885401756342767,-3.2927469435509655,0.0009921372837574502,0.027214993054552928,6.91564906937001,3.603987242302586
Ccdc117,16.453617925629512,1.427301796414965,0.3887587272100988,3.6714334534890103,0.00024119388303083252,0.009950583275710499,8.329909454001516,4.610124108855338
Xpo1,72.12606661447846,0.5992411630793786,0.172628438410436,3.4712772043656064,0.0005179889724670867,0.016884357826447455,7.565556604604976,4.081367658059293
Rel,335.93510012777733,-0.6126930429342389,0.10398310305505229,-5.892236574338985,3.810031749923449e-09,9.665935094048214e-07,19.38562831452928,13.849487792429873
5730522E02Rik,30.617590429404554,1.3908022132647107,0.37640925110500884,3.694920380362042,0.0002199557013116395,0.009443431442979721,8.422084389561457,4.662435864559313
Hba-a1,17.749052631990363,3.11897669560033,0.5490099304040609,5.681093406279232,1.3383635630568042e-08,2.873020448695273e-06,18.129233097887703,12.760146660451458
Hba-a2,15.81771426135876,2.641756860483806,0.6210036902235643,4.254011533381969,2.099744789489873e-05,0.0014897511336956965,10.771109656440421,6.509146197340196
Ublcp1,23.994999885305152,-1.0303539793819694,0.2503827704534467,-4.115115339270286,3.869858567372115e-05,0.0024731645745068205,10.159707504495033,6.002256744130295
Rnf187,67.44852257064787,-0.6506761834578457,0.1497388158423037,-4.345407567154134,1.3901730239607116e-05,0.0010677549134494567,11.183497247904754,6.842197046568007
Tnfrsf13b,51.33668880025681,-0.6050728885818741,0.1859933322642735,-3.253196666868361,0.0011411448786687475,0.029669766845387437,6.775723240993058,3.517626702971576
Ubb,843.699639299612,-0.5830993326288144,0.07625918732362348,-7.646283065597037,2.068720039747674e-14,1.443277014397294e-11,31.50926122417547,24.96151979039758
Cxcl16,56.690757763707545,-0.7625032031605194,0.18661208639767757,-4.086033321205121,4.388107901851512e-05,0.002672471358161626,10.034027332647293,5.9247516323679195
Zmynd15,17.18491094039445,-2.1319401004694245,0.5611604528351936,-3.799163126514105,0.0001451855108754471,0.007192266846445226,8.837498247911848,4.934748879269031
Eno3,37.95902971489841,-1.209748118660046,0.20159492050856,-6.0008859132374734,1.962438442416317e-09,5.299849883841744e-07,20.049078033685557,14.450417154604814
