gene,pvalue,baseMean,log2FoldChange,lfcSE,stat,padj,log_pvalue,log_padj
Spcs2,4.573178126627389e-05,103.2297157057892,-0.8524200280612335,0.21051134352485343,-4.067654931813742,0.004474445936608811,9.992717069242856,5.409372747969097
Cd83,1.0486934432953473e-06,170.4534636439706,1.363966473330284,0.2994601491677538,4.77833845764549,0.00016117685721455142,13.767965508347064,8.733008303864837
Pltp,0.00021199072514136718,49.45484805139386,-1.633607280247358,0.4459661301321126,-3.692486749136974,0.0157384471017013,8.458968033582465,4.151648700218274
Gpr183,3.367860358349992e-05,137.78054072660038,1.077549406148314,0.278051075151448,4.05366150850251,0.003554054923875913,10.2986478307472,5.639666095267821
Rpl37,3.152035038930181e-10,1805.6003455347322,0.5015195908924784,0.08352941866884545,6.191057599190316,9.3136331330309e-08,21.87780264159475,16.189201488934213
Tbc1d15,3.6947485526425085e-05,55.29655774159151,1.248005758381642,0.30382828827840164,4.1204009254436125,0.0038172178403314983,10.206012963591299,5.568233435762523
Plekho2,0.00012516001297789326,103.82597352963278,0.8493109421840621,0.2241960783450918,3.820563771802706,0.010049532781170625,8.985917535473176,4.600229134993478
Nr4a2,3.018186718980535e-07,22.39124688227148,3.3868957966789517,0.6829209858457251,5.0688322139504915,5.067123930252094e-05,15.013439424076955,9.890152080466478
Tagap,3.186507864398122e-05,27.56188330458466,1.7772887655708458,0.4302185785325222,4.150722936278875,0.003386868143066033,10.35399986116462,5.687849636206629
Chka,0.00012950817605118976,161.1572619497464,1.3293220735311042,0.37215985659399264,3.737915046271662,0.010342452935028527,8.951766543287222,4.571498210276864
Gm2000,0.00024550108239548976,52.24643902220345,-1.014572388664802,0.2780824476640978,-3.661088136311944,0.017779573486818457,8.312209201796486,4.02970503755202
Clic4,7.855487231815433e-11,211.1273367856234,1.3486324927512299,0.21498126959013503,6.425487391893952,2.5790437413964713e-08,23.267223724911833,17.47326205659347
Uck2,0.00045805989129912324,33.28775322768258,1.3445307072733939,0.384162974012656,3.5028420387841237,0.028554332633136066,7.688510615370698,3.5559465984171466
Ppp1r14a,6.747570248982313e-08,60.541759252802294,1.6722046018797303,0.3135478516213014,5.375951238969401,1.230723492079811e-05,16.51149826698393,11.305323263567686
Cd8a,0.0008161607438718322,66.86299945981943,1.064094276332082,0.3286006924654128,3.315760178415414,0.04610200966471226,7.110899232361147,3.0768987363350813
Top1,9.225640399062087e-06,191.3707894612428,0.8005325455322699,0.18446793595343242,4.408205037666308,0.00116495394235678,11.593523950494607,6.75507372720368
Hpgds,0.0008175664364528639,24.07018499977226,1.6649989647516379,0.5123894470899145,3.317578325388756,0.04610200966471226,7.1091783906626675,3.0768987363350813
Gadd45g,0.00027818845972951993,17.644878756785978,2.178384842805452,0.6040762421084244,3.62579259082856,0.01929556950255365,8.187211761256538,3.9478797688772804
Cobll1,5.866197514537561e-05,19.83014873703942,-2.083630846755058,0.5226326887191644,-4.008042335894268,0.005440085016776646,9.743718823904848,5.21396059015246
Tuba1c,0.00013524081604208575,38.7707380087393,1.308032909957652,0.3446164068864438,3.8097579350206723,0.010627913915988165,8.908453546113765,4.544271350855031
Zc3h12a,4.6450138837383495e-05,34.50697102250806,1.407573428218364,0.3483560901386466,4.063017678443862,0.0045148312577862094,9.977131103744771,5.400387466502364
Taf4b,4.5264580107078135e-06,23.14974581237402,2.2632082768659942,0.4958951398048142,4.578768263514368,0.0006024674833351102,12.305570820400504,7.414476863624156
Dennd4a,1.1642224940753823e-05,296.2226278436582,0.856256506350646,0.1967138051613948,4.374463301673169,0.0014082199061444917,11.360871987814201,6.565428850100377
